0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572
hilo,tefe,butaritari,taolanaro,busselton,attawapiskat,torbay,cape town,turka,cockburn town,nikolskoye,qaanaaq,namibe,atuona,hithadhoo,albany,mount gambier,marihatag,port moresby,dikson,kawalu,vaini,axim,mahibadhoo,portland,rikitea,punta arenas,norman wells,yerbogachen,kamenskoye,cururupu,hobart,porto novo,barentsburg,ushuaia,road town,pontes e lacerda,beloha,camana,inhambane,illoqqortoormiut,upernavik,cidreira,priekule,belushya guba,sao borja,bluff,karratha,dalvik,severo-kurilsk,katsuura,saskylakh,milkovo,zhangjiakou,puerto ayora,farah,asau,castro,mocambique,port alfred,ust-karsk,saint-philippe,san policarpo,mataura,avera,longyearbyen,kavieng,semirom,tuktoyaktuk,pacific grove,aswan,kumeny,nemuro,umzimvubu,amderma,puerto quijarro,port hardy,kodinsk,yellowknife,koslan,yumen,santa maria,jalu,jamestown,ukiah,tarko-sale,karaul,barrow,roald,santa ana,bolobo,coahuayana,marawi,nizhneyansk,coquimbo,faya,tekkali,ulaangom,panguna,lulea,mahebourg,iqaluit,pointe-noire,ancud,avarua,usinsk,cabo san lucas,tiksi,east london,tabiauea,eshowe,vanimo,chuy,klaksvik,chapais,birao,flinders,hamilton,souillac,griffith,hami,meulaboh,turukhansk,saint george,lompoc,talnakh,hutchinson,carinhanha,pimentel,sentyabrskiy,port-gentil,aklavik,luderitz,tsihombe,mayo,lengshuitan,chokurdakh,diamantina,boyolangu,kapaa,bengkulu,saquarema,hermanus,hofn,san carlos de bariloche,san patricio,wattegama,hurghada,neiafu,fairbanks,codrington,ostrovnoy,salalah,lebu,acapulco,ugoofaaru,magistralnyy,provideniya,rocha,ponta do sol,broken hill,port elizabeth,bredasdorp,bentiu,olustvere,faanui,te anau,tubruq,fortuna,mys shmidta,stary plzenec,sao filipe,zhanakorgan,kalomo,gazojak,beringovskiy,puerto escondido,tondano,noumea,sechura,esperance,vaitupu,nioro,zhuhai,pisco,kloulklubed,ilulissat,bubaque,clyde river,sao felix do xingu,alotau,ondorhaan,tura,lasa,mar del plata,touros,kashary,carnarvon,caravelas,pevek,sao gabriel da cachoeira,kungalv,manyana,volnovakha,guerrero negro,samarai,shenjiamen,komsomolskiy,victoria,bambous virieux,boddam,cherskiy,petropavlovsk-kamchatskiy,baykit,ferme-neuve,anadyr,mrirt,bridlington,korla,alim,sisophon,nantucket,megala kalivia,constitucion,villa maria,kaitangata,pokrovsk,marcona,bethel,leningradskiy,college,kodiak,qaqortoq,san jose,sundsvall,bogande,thompson,el mahalla el kubra,matara,aranos,airai,moron,barra patuca,zemio,mercedes,bilibino,formosa,hasaki,moose factory,vana-vigala,gizo,arraial do cabo,haines junction,tasiilaq,pochutla,sumbawa,sabaudia,grand river south east,tczew,lindi,kavaratti,geraldton,samusu,casper,asfi,tanout,georgetown,saint-francois,zahirabad,saldanha,new norfolk,cayenne,male,natal,maridi,bolshiye uki,goderich,sabinas hidalgo,hinton,sorong,manavalakurichi,nawa,mahanje,sao joao de pirabas,isangel,kamina,kahului,belmonte,bagdarin,madaoua,kruisfontein,utiroa,doha,nanortalik,santa fe,palmer,safita,ust-kuyga,agirish,khatanga,lorengau,nianzishan,seybaplaya,nyurba,januaria,mananjary,bababe,kununurra,marsh harbour,smithers,graciano sanchez,coracora,ulladulla,copiapo,saint-augustin,weligama,elko,berlevag,bairiki,rungata,alto araguaia,agadir,tumannyy,shevchenkove,bargal,huangzhai,gat,plainview,artyom,mahajanga,louisbourg,dwarka,sikonge,edson,tigil,hamm,safford,ibimirim,severo-yeniseyskiy,palau,zharkent,ribeira grande,milledgeville,kilrush,liwonde,hualmay,barra da estiva,santa clara,vila velha,hecun,port hedland,ucluelet,buariki,pindwara,camacha,tuggurt,zaterechnyy,honningsvag,waren,palabuhanratu,wakefield,narsaq,karpathos,waipawa,vardo,poum,kargil,udachnyy,bezhanitsy,ponta delgada,dajal,nueva loja,jinhua,san cristobal,aykhal,tateyama,parana,kalat,sakakah,angoche,bilma,suntar,pangnirtung,kadoma,temax,san andres,mayumba,nova olimpia,satitoa,pocone,tukrah,semporna,sorochinsk,bumba,grootfontein,bardiyah,fevralsk,biloela,lethem,matagami,stokmarknes,buala,salym,burla,mackenzie,alexandria,asahikawa,bonavista,vestmannaeyjar,adrar,hambantota,ambilobe,mount darwin,lyuban,sedelnikovo,tual,sussex,along,ormara,mayuge,subottsi,port lincoln,alice springs,half moon bay,verkhnyaya sinyachikha,santa marta,ara,vyazemskiy,puri,kamaishi,maniitsoq,tuatapere,lalsot,deputatskiy,porbandar,filingue,valparaiso,alice town,sohag,calama,itarema,young,labuhan,winnemucca,dien bien,bukachacha,livingston,dali,rawson,sento se,tevaitoa,halalo,diego de almagro,nanyuki,merauke,camalu,hudson bay,lesnoy,solnechnyy,normal,ipswich,rostovka,malanje,harper,puerto pinasco,tomatlan,russkaya polyana,aden,luganville,nurota,birjand,viligili,kabinda,itaguai,oktyabrskiy,verkhoyansk,rio gallegos,lao cai,huanren,bayshore gardens,handwara,warwick,bandar,morondava,wenzhou,port hawkesbury,la ronge,santa eulalia del rio,boguchany,emba,muli,uyovu,ambanja,vostok,ust-maya,ahipara,palana,inverell,mazatlan,kachikau,calvinia,port blair,beian,san agustin,dunmanway,svetlyy,kobojango,nouakchott,santa barbara,karatuzskoye,khandbari,naze,henties bay,petropavlovka,berdigestyakh,besikduzu,chicama,levelland,etchoropo,port macquarie,marystown,boende,bage,tezu,eldikan,kenai,igarka,tuy hoa,atar,umm lajj,caldwell,tumut,manono,maloh,pouembout,da nang,goundam,suclayin,magpet,salinopolis,ouegoa,verkhnyaya inta,tocopilla,gainesville,valladolid,moga,hillsborough,akdepe,lata,yulara,linxia,coihaique,necochea,erenhot,laguna,cuamba,liverpool,yancheng,pahrump,abu kamal,fremont,cintalapa,weyburn,tibati,la cruz,markdale,kuah,partanna,ambon,dehloran,dolores,azimur,walvis bay
19.7297,-3.3542,3.0707,-33.65,47.6666,-33.9258,49.1541,21.4612,59.7035,77.484,-15.1961,-9.8,-0.6,42.6001,-37.8333,8.7936,-9.4431,73.5069,-7.3817,-21.2,4.8699,3.7833,45.5234,-23.1203,-53.15,65.282,61.2767,-1.8283,-42.8794,6.4965,-54.8,18.4167,-15.2261,-25.1667,-16.6228,-23.865,72.7868,-30.1811,56.4468,-28.6606,-46.6,-20.7377,65.9702,50.6789,35.1333,71.9167,54.7167,40.81,-0.7393,32.5,46.4333,-24.7911,-33.5906,52.7011,-21.3585,12.1791,-46.1927,33.194,78.2186,-2.5744,31.4167,69.4541,36.6177,24.0934,58.1089,43.3236,-17.7833,50.6996,58.6881,62.456,63.4564,40.2833,-29.6842,29.0331,42.097,39.1502,64.9225,71.2906,62.5833,33.7456,-2.1667,18.7333,7.9986,-29.9533,18.3851,18.6167,49.9811,-6.3164,65.5842,-20.4081,63.7506,-4.7761,-41.8697,-21.2078,65.9939,22.8909,71.6872,-33.0153,-28.8865,-2.6741,-33.6971,62.2266,49.7834,10.2849,-34.5833,39.1834,-20.5167,41.5284,42.8,4.1363,65.8167,37.1041,34.6391,69.4865,38.0608,-14.3047,-6.8367,-0.7193,68.2191,-26.6481,38.8876,26.4111,70.6333,-18.2494,-8.1181,22.0752,-3.8004,-22.92,-34.4187,64.2539,-41.1456,28.017,6.7989,27.2574,-18.65,64.8378,-38.2667,68.0531,17.0151,-37.6167,16.8634,5.6667,56.1725,64.3833,-34.4833,32.6667,-31.95,-33.918,-34.5322,9.2333,58.5552,-16.4833,-45.4167,40.5982,49.6977,14.8961,43.9098,41.1875,63.05,15.85,1.3038,-22.2763,-5.5569,-33.8667,13.35,22.2769,-13.7,7.0419,69.2167,11.2833,70.4692,-6.6447,25.5198,46.6166,-38.0023,-5.1989,49.04,-24.8667,-17.7125,69.7008,-0.1303,57.871,-23.4,47.601,27.9769,-10.6167,29.9576,40.4272,22.2855,-20.3428,57.4667,68.75,53.0452,61.67,46.7001,64.75,54.0831,41.7597,9.5649,13.5859,41.2835,-35.3333,-32.4075,-46.2817,48.282,41.3712,69.3833,64.8569,57.79,60.7167,37.3394,62.3913,12.9714,55.7435,5.9485,-24.1333,-8.9266,-34.6534,15.8,5.0314,-34.6515,68.0546,-26.1775,35.7333,51.2585,58.7806,-8.103,-22.9661,60.7522,65.6145,15.7432,41.3003,54.0924,-10,10.5669,-28.7667,42.8666,32.2994,14.9709,5.4112,46.4154,17.6833,-33.0117,-42.7826,4.9333,4.1748,-5.795,4.9158,43.7501,26.5,53.4001,-0.8833,8.1333,27.0167,-9.9333,-0.7747,-19.55,-8.7386,20.8947,-15.8631,54.4333,14.073,-34.0033,25.2867,60.1432,-31.6333,42.1584,34.8205,70.0167,61.9247,71.9667,-2.0226,47.5167,19.65,63.2842,-15.4833,-21.2167,-15.7667,26.5412,54.7804,23.9167,-15.0333,-35.35,-27.3667,51.226,5.9667,41.0002,70.8578,1.3292,-17.3147,30.4202,49.6959,38.0751,31.61,40.7765,40.4723,-15.7167,22.2394,-5.6333,53.5835,57.8,51.6803,32.834,-8.5406,60.3725,7.503,44.1628,38.5167,33.0801,52.6397,-15.0506,-11.0964,-13.6261,22.4,-20.3297,36.5333,-20.3167,48.9329,24.8,33.0833,44.7931,70.9821,53.5167,53.6809,60.9167,35.507,-41.4122,70.3705,-20.2333,34.5667,66.4167,56.9767,37.7333,29.5577,0.0847,29.1078,7.7669,66,34.9833,-31.732,29.0225,29.9697,-16.2325,18.6853,62.1444,66.1451,34.7333,21.15,12.5847,-3.432,-14.7972,-16.2567,32.5341,4.4818,52.4338,2.1833,-19.5667,31.7561,-24.4167,3.3803,49.7502,68.5646,-8.145,60.0625,21.5,55.2999,31.2156,43.7678,48.6499,63.4427,20.5022,6.1241,-13.2,-16.7725,52.7985,-5.6667,41.1834,28.1667,25.2088,0.4597,48.6554,-34.7333,-23.7,37.4636,57.976,11.2408,25.5667,47.5378,19.8,39.2667,65.4167,-46.1333,26.5667,69.3,21.6422,14.3521,-33.0393,25.7167,26.557,-22.4667,-2.9248,-32.6833,-6.8844,40.973,52.9833,55.9029,25.7,-43.3002,-16.7833,-26.3667,0.0167,-8.4667,30.85,52.85,57.6198,50.7214,40.5142,52.0592,55.3842,-9.5402,4.375,19.9333,49.417,12.7794,-15.5333,40.5614,32.8663,-6.1333,-22.8522,54.4815,67.5447,-51.6226,22.4833,41.2647,27.4253,41.7001,2.05,-20.2833,27.9994,45.6169,55.1001,58.3814,48.8264,2.9167,-3.2833,-13.6833,46.4856,60.4167,-35.1667,59.1167,-29.7833,23.2167,-31.4707,11.6667,63.6559,20.5333,51.7167,54.675,18.0858,34.7333,53.6072,27.3747,28.3667,-22.116,50.6114,62.0989,41.052,-7.8447,33.5873,26.7667,-31.4333,47.1666,-0.2167,-31.3314,27.9167,60.5544,67.4667,13.0833,20.5169,25.0213,43.6629,-35.3,-7.3,9.056,-21.1333,16.0678,16.4145,15.7568,7.1119,-0.6136,-20.35,65.9811,-22.092,29.6516,41.5833,30.8,37.5741,42.0551,40.1629,-25.2406,35.6003,-45.5752,-38.5473,43.6475,38.421,-14.8031,53.4106,33.3856,36.2083,34.4506,37.5483,16.6951,49.6668,6.4667,23.9167,44.3168,6.3265,37.7278,-3.6954,32.6941,-36.3132,-22.9575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-155.09,-64.7114,172.7902,115.3333,-52.7314,18.4232,23.0297,-71.1419,30.7861,-69.3632,12.1522,-139.0333,73.0833,-73.9662,140.7667,126.2969,147.1797,80.5464,108.2082,-175.2,-2.2405,72.9667,-122.6762,-134.9692,-70.9167,-126.8329,108.0108,-44.8683,147.3294,2.6036,-68.3,-64.6167,-59.3353,45.05,-72.7111,35.3833,-56.1549,-50.2056,21.5897,-56.0044,168.3333,116.8463,-18.5286,156.125,140.3,114.0833,158.6167,114.8794,-90.3518,62.5,26.4,-50.0119,26.891,118.8077,55.7679,125.5072,168.8643,-82.5271,15.6401,150.7967,51.5667,-133.0374,-121.9166,32.907,49.9161,145.575,-57.7667,-127.4199,99.1844,-114.3525,48.8989,97.2,-53.8069,21.5482,-79.2353,-123.2078,77.785,-156.7887,6.1333,-117.8678,16.2333,-103.6833,124.2928,-71.3436,42.4509,84.2333,92.0667,155.4848,22.1547,57.7,-68.5145,11.8635,-73.8203,-159.775,57.5281,-109.9124,128.8694,27.9116,31.4699,141.3028,-53.4616,-6.589,-74.8492,22.7882,150.8552,-84.5333,57.5167,-87.4237,93.45,96.1285,87.9833,-113.5841,-120.4579,88.3972,-97.9298,-43.765,-79.9342,8.7815,-135.0107,15.1594,-76.5119,111.5956,147.9167,-43.6003,111.8935,-159.319,102.2655,-42.5103,19.2345,-15.2082,-71.3082,-97.5169,81.4808,33.8129,-173.9833,-147.7164,141.9667,39.5131,54.0924,-73.65,-99.8901,73,107.4458,-173.3,-54.3333,-17.1,141.4333,25.5701,20.0403,29.8333,25.563,-151.75,167.7167,-124.1573,13.4735,-24.4956,67.2495,61.4036,179.3167,-97.0667,124.9112,166.4572,-80.8222,121.9,-15.75,113.5678,-76.2167,134.2556,-51.1,-15.8333,-68.5914,-51.995,90.2201,10.7002,-57.5575,-35.4608,41.0056,113.6333,-39.2481,170.3133,-67.0892,11.9805,21.7167,37.4967,-114.0611,150.6667,122.298,71.7189,114.1577,57.7575,-1.7833,161.3,158.6483,96.37,-75.4493,177.4833,-0.1919,86.1469,122.4876,102.9737,-70.0995,-72.4167,-63.2402,169.8464,37.1758,-73.414,178.4167,-147.8028,-152.4072,-46.0333,-121.895,17.3063,-0.1436,-97.8558,80.5353,19.1167,125.4092,-58.6198,-84.2833,25.1361,-59.4307,166.4372,-58.1781,140.8333,-80.6094,24.2522,156.8419,-42.0278,-137.5108,-37.6368,-96.4661,13.0282,18.7779,39.7167,72.642,114.6,-106.3131,-9.2372,8.8879,100.3354,3.9054,77.6167,17.9442,147.0587,-52.3333,73.5089,-35.2094,29.4742,-81.7165,-100.1667,-117.5857,131.25,77.3,75,35.3333,-47.1772,169.2667,24.9906,-156.47,-38.8828,113.6,5.96,24.7314,51.5333,-45.2371,-60.7,-72.3287,36.1153,135.6,63.0231,102.5,147.2712,122.8833,-90.6667,118.3319,-44.3667,48.3333,128.7333,-77.0636,-127.1743,-99.2833,-73.7833,150.4667,-70.3333,-58.6502,80.4167,-115.5012,29.0864,172.9752,-53.2153,-9.5982,37.1735,112.6595,34.7642,-73.4673,50.333,46.3167,68.9678,32.7667,-116.4356,158.6667,7.8209,-109.7076,-37.6903,93.0408,134.621,80,-28.7,-83.2321,-9.4833,35.2035,-77.6139,-41.3269,-79.9667,-40.2925,114.1111,118.5667,-125.5528,73.0667,-16.3333,45.2097,25.9704,12.6833,-1.499,-46.05,27.2132,175.5153,31.1107,164.0167,76.1,112.4,29.8907,-25.6667,70.3762,-76.8828,119.6547,-72.225,111.5,139.8667,-60.5238,66.5916,40.2064,39.9086,12.9164,117.6319,-65.7125,135.5833,-88.9333,-81.7006,10.6554,-57.2881,-56.6228,20.5791,118.6112,53.1583,22.4667,18.1167,25.0865,150.5,-59.7968,-77.6328,14.9108,159.5921,71.4789,83.8667,-123.1698,29.9553,142.3703,-53.1147,-20.2734,-10.0711,81.1185,49.05,31.5838,28.0048,132.75,-74.6663,94.7667,64.6357,33.4803,32.5209,135.8667,133.8833,-122.4286,61.6673,-74.199,84.6667,134.7525,85.85,141.8833,-52.9,167.6833,76.3333,139.9,69.6093,3.3168,-71.6273,-79.3,31.6948,-68.9333,-39.9167,-57.6333,112.2051,-117.7357,116.9167,-3.5226,100.1833,-65.1023,-151.5,-70.05,37.0728,140.3333,-116.0667,-102.3842,63.0784,136.6319,-88.9906,1.1555,71.8891,16.341,-7.7169,-105.25,31.9201,45.0367,167.1667,65.6886,59.2211,24.4833,-43.7753,53.471,133.385,-69.2181,103.95,125.3667,-82.5904,-71.4162,99.75,44.2833,120.6668,-61.3485,-105.2842,97.4531,58.1442,73.5667,31.5258,48.45,135.8833,134.5333,173.1667,159.9667,151.1167,-106.4167,19.776,92.75,9.5683,-103.4667,-9.1167,20.1347,-15.9785,-120.0343,92.8667,87.2039,129.4833,14.2845,105.3196,126.6992,39.2284,-79.1469,-102.378,-109.6667,152.9167,-55.1483,20.8667,-54.1069,96.1667,-151.2583,86.5833,109.3,-13.0499,37.2685,-116.6874,148.2167,27.4167,122.9851,164.9,108.2208,-3.6708,121.5503,125.1133,-47.3561,164.4333,60.3094,-70.1979,-82.3248,-4.6667,75.1667,-122.3794,59.3788,-8.3327,130.9889,103.2064,-72.0662,-58.7368,111.9767,-121.4238,36.5372,-2.9779,120.1253,-115.9839,40.9171,-121.9886,-93.7272,-103.8511,12.6333,-106.9,-80.6497,99.8432,12.8885,128.1814,47.2679,-57.6792,14.5053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.8,80.6,82.98,59,48.99,70,50,78.87,42.01,36.73,84.2,79.47,83.52,46,53.6,77.4,77,31.86,72.12,75.2,84.99,82.81,48,77.07,46.4,10.4,17.82,87.15,51.8,89.6,41,82.99,76.06,76.1,72.05,78.8,36.48,69.08,35.6,68.14,42.01,77.45,37.4,29.77,54,-6.23,32.45,53.08,78.8,80.17,45,72.57,73.31,43.2,78.8,77.7,42.01,70,23,81.54,56.46,3.2,53.01,94.5,38.23,32.97,85.1,44.6,24.04,0,40.75,47.08,66.2,80.91,42.01,42.01,34,8.6,44.6,59,83.08,77,77,57.2,60.8,79.88,37.42,69.17,41,77,33.8,86,57.99,71.6,37.6,73.4,17.44,73.4,61.66,77.14,67.08,46.4,24.8,98.49,55,62.01,77,59,54.03,78.66,15.69,61,53.6,9.97,72,93.42,71.6,87.8,8.6,65.84,57.99,60.33,20.08,80.06,75.79,73.4,76.75,80.6,70,44.6,50,80.6,82.4,82.4,78.8,32,56.46,30.61,84.2,60.12,82.4,84.29,28.81,31.1,64.89,66,59,59,66.2,86.09,39,80.04,37.47,51.01,55,71.38,70.27,80.89,28.08,86,75.2,75.99,74.64,59,102.85,75.2,68,77,51.8,79.52,24.8,83.28,83.64,55.4,62.6,86,45.55,68,85.71,13.82,84.2,48.99,74.7,48.99,61.43,80.98,60.17,78.8,75,77,50,4.08,33.8,22.77,37.4,19.4,48.99,57.22,80.31,82.38,51.8,65.01,66.99,43,48.9,48.99,22.32,32,39.87,41,53.01,44.6,106.14,30.2,79.74,80.11,55.62,66,84.6,83.59,72,17.6,69.8,48.2,41,39.99,81.82,80.6,30.2,39.2,89.01,66,46,80.6,85.14,64.4,54,65.64,104.32,84.2,64.4,85.51,64.4,51.8,77,86,87.8,75.76,41,80.87,37,79.05,84.2,86.14,66.65,84.94,75.97,69.78,69.01,84.2,24.75,107.01,63,86,33.87,72,50,68,27.66,40.33,16.09,80.65,57.99,86,18.28,95.86,73.6,73.4,75.51,32,78.8,59.49,55.4,62.6,44.53,80.19,37,35.6,80.6,83.46,73.4,44.6,60.8,70,53.01,57.2,82.4,82.22,84.2,35.6,26.51,57.99,71.6,91.58,24.24,77,63.7,62.6,73.99,62.6,75.76,71.13,82.13,84.2,87.8,61.77,69.8,48.2,87.39,68,57.74,33.8,48,60.01,41,64.4,59,33.8,75.76,37.15,3.43,40.89,62.6,97.32,73.4,63.97,86,9.5,53.6,71.01,68.68,96.8,78.24,105.28,23.05,35.6,51.01,90.88,86,82.42,73.18,82.56,64.53,77,48.18,81.86,73.02,64.9,58.86,86,28.4,39.2,80.37,39.33,87.46,30.2,69.8,33.51,53.6,48.2,98.94,82.4,76.06,72.32,41.52,83.19,48.99,70.77,82.04,67.93,45.21,60.8,59,53.6,44.42,84,78.8,44.38,84.2,37.89,34.02,42.01,91.4,18,83.03,107.96,53.6,77.47,87.8,64.4,87.06,70,79.29,39.2,36.86,53.6,59.79,68.07,80.19,73,62.85,76.96,57,48.49,45.63,39.33,69.01,50,46.51,73.76,84.54,85.66,45.59,82.99,77.29,78.8,80.6,76.8,80.6,45.14,25.25,57.2,74.68,50.52,82.99,54,73.62,80.76,64.42,48.99,41,27.25,63.95,83.7,67.03,76.6,33.12,32.54,56.48,23.7,50,77,63.93,82.49,41,73,62.6,39.2,82.4,54,37.36,71.49,63.03,68,33.37,29.3,51.8,62.6,72,77,54,43.52,83.88,71.6,78.4,36,16.61,78.22,99,82.65,45,41,74.44,78.8,69.17,82.4,108.12,75.22,75.2,84.13,70.18,40.46,71.55,81,66,88.83,54,82.4,71.01,60.8,45.95,55.4,63,42.1,52,71.01,60.8,57.49,55.99,93.42,53.01,88.29,39.2,89.87,78.01,36,80.6,63,79,94.55,63.36,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,89,75,88,53,64,36,72,81,69,58,70,62,35,94,87,100,98,96,100,71,74,84,76,93,79,77,60,71,66,93,69,66,74,72,73,89,59,93,51,87,47,70,94,50,100,98,13,83,12,43,52,70,81,73,77,87,46,58,75,48,78,76,10,86,72,44,100,94,65,91,13,63,19,52,87,77,78,45,72,68,50,87,88,77,83,52,96,42,83,93,74,82,100,96,28,95,73,87,84,51,87,86,17,85,44,83,47,12,85,91,31,82,88,53,35,68,70,78,79,32,94,95,35,91,78,91,78,66,53,66,73,100,36,83,74,73,81,70,63,69,71,89,92,60,80,55,94,68,49,91,70,90,93,28,78,17,12,93,79,94,94,64,77,11,83,83,94,37,63,100,82,22,87,63,66,82,83,56,95,79,41,21,100,65,78,89,21,87,83,81,98,100,91,38,93,68,30,77,76,46,52,54,81,75,37,95,74,84,81,76,33,13,100,84,14,76,55,53,54,59,95,60,53,36,100,77,74,74,75,65,71,100,83,70,63,50,77,6,84,48,34,77,71,94,79,62,65,45,56,51,84,79,10,94,67,78,85,94,61,76,10,82,54,99,49,34,74,98,61,94,76,14,62,83,26,89,88,75,74,69,32,100,67,65,82,86,64,83,44,56,87,13,13,43,82,78,76,51,48,97,35,14,38,94,94,29,77,49,51,74,74,43,61,58,52,68,93,7,68,75,75,45,41,81,59,67,93,69,40,93,62,77,8,100,80,62,93,50,49,16,6,81,6,81,87,48,39,62,75,81,53,62,94,49,64,35,61,82,70,59,93,82,81,17,74,56,69,50,76,12,100,86,45,55,59,46,53,80,85,57,79,33,93,46,79,31,37,84,66,97,87,16,90,71,12,100,75,20,4,61,60,82,56,91,50,40,35,68,31,77,91,52,47,44,56,51,53,41,76,70,46,58,77,87,19,14,65,61,59,97,51,98,77,53,40,97,75,65,100,36,94,33,71,92,90,55,99,81,97,75,69,50,75,65,30,55,81,42,87,81,25,68,78,75,98,87,94,40,43,99,76,64,53,23,80,92,92,10,53,81,93,87,89,85,89,6,91,100,69,78,83,59,50,59,14,71,18,66,36,52,62,72,46,87,89,41,92,51,12,76,48,81,34,69,34,83,65,88,11,58,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,75,95,100,90,75,100,63,90,54,20,100,12,6,90,96,75,100,20,75,85,37,63,12,90,75,56,95,4,20,75,40,82,6,48,20,99,69,90,0,83,0,20,100,40,81,100,72,75,37,54,27,100,89,100,9,100,1,20,97,53,20,1,0,99,6,39,75,34,20,100,93,75,0,1,20,97,1,0,90,69,90,95,90,40,28,96,54,0,75,90,20,75,76,100,40,100,0,4,86,37,75,90,80,9,1,75,1,14,100,25,90,5,100,1,40,0,40,89,36,1,100,100,54,26,90,37,20,11,40,0,75,75,0,40,1,95,100,40,0,1,8,99,55,40,34,13,75,0,77,100,4,76,75,0,21,3,0,71,1,20,90,18,100,14,40,1,75,75,100,90,97,53,75,20,40,100,0,60,100,40,30,1,99,98,99,66,0,100,75,75,55,90,12,63,100,100,21,39,84,1,0,0,92,100,1,100,75,99,75,75,64,98,90,52,46,14,0,97,63,37,100,20,20,1,90,100,20,0,90,75,99,75,75,0,71,1,4,8,40,0,92,10,21,75,20,75,83,62,100,15,81,40,0,95,99,100,78,1,40,90,33,100,98,100,0,20,2,100,99,100,100,89,1,64,67,100,100,10,20,75,1,90,90,100,48,90,40,20,50,75,75,0,20,1,0,20,0,40,1,100,13,1,42,19,75,29,40,1,20,90,12,7,75,20,44,0,90,0,40,100,75,99,20,75,0,61,75,14,5,58,100,75,0,90,91,40,99,40,0,4,0,58,4,100,90,20,10,20,75,100,75,2,20,99,94,2,0,0,75,1,75,46,74,88,1,20,11,100,0,5,75,22,3,76,78,1,56,7,39,66,0,0,75,94,100,20,14,40,0,100,99,0,100,0,42,20,70,0,0,18,6,25,1,99,0,0,23,17,0,100,100,100,58,84,70,1,0,24,87,88,100,72,20,44,0,75,98,40,68,100,40,100,100,1,20,98,93,100,90,57,40,95,86,97,30,20,100,4,100,6,75,41,71,75,75,40,75,0,75,52,2,85,2,65,100,75,90,90,98,6,100,100,40,32,1,51,70,29,0,90,0,99,90,53,40,48,100,90,94,45,100,3,1,40,0,20,0,85,0,48,75,0,36,1,57,100,100,100,92,40,67,100,38,45,63,40,75,41,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
